Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
2017,1180,T,M,26906,119673,139712,114290,101848,110731,164789,171879,138741,122989,121324,136229,149600,110565,74800,29656,36739,21674,13167
2017,1180,T,F,25251,113261,133464,109887,101618,112628,158295,167950,143655,133762,131566,152964,177497,147833,112949,52272,83275,56805,44895
2017,1180,U,B,33549,150081,165108,128888,128962,144721,227302,232124,187981,161805,148362,163440,188647,153387,116022,51156,67450,41297,30222
2017,1180,U,M,17283,77250,84578,65366,62439,67663,109696,113342,90541,76046,68774,72998,81659,62314,43999,17825,19763,10826,6598
2017,1180,U,F,16266,72831,80530,63522,66523,77058,117606,118782,97440,85760,79589,90442,106988,91074,72023,33331,47687,30471,23625
2017,1180,R,B,18608,82854,108068,95289,74505,78639,95782,107706,94416,94946,104527,125753,138451,105011,71727,30773,52564,37182,27840
2017,1180,R,M,9623,42424,55134,48924,39410,43069,55093,58537,48200,46944,52550,63231,67942,48252,30801,11832,16977,10848,6570
2017,1180,R,F,8985,40430,52934,46365,35095,35570,40689,49169,46216,48002,51977,62522,70509,56760,40926,18941,35588,26334,21271
2017,1188,T,B,8795,39287,43496,36041,31228,34552,51504,59176,49205,43976,40688,47844,58011,49915,35596,14122,19512,11617,8948
2017,1188,T,M,4454,20119,22238,18691,15827,17995,26380,30309,24719,21181,19213,22028,25770,20852,14042,4997,5480,2706,1642
2017,1188,T,F,4341,19169,21259,17351,15401,16557,25124,28867,24486,22795,21475,25816,32241,29063,21554,9125,14032,8911,7307
2017,1188,U,B,5998,26815,29262,23510,19177,22255,36239,40883,33973,29170,25273,29013,36005,32701,24445,9962,13212,7396,5740
2017,1188,U,M,3046,13778,14891,12228,9755,11428,17487,19817,16374,13596,11370,12565,14960,12947,9315,3440,3770,1774,1127
2017,1188,U,F,2952,13037,14371,11282,9422,10827,18752,21066,17599,15574,13903,16448,21045,19754,15130,6522,9442,5622,4614
2017,1188,R,B,2798,12473,14234,12531,12051,12297,15266,18294,15232,14806,15415,18832,22006,17214,11151,4160,6300,4222,3208
2017,1188,R,M,1408,6341,7347,6463,6072,6567,8893,10493,8345,7586,7843,9463,10810,7905,4727,1557,1710,932,515
2017,1188,R,F,1390,6132,6888,6069,5979,5730,6373,7801,6887,7221,7572,9369,11196,9309,6425,2603,4590,3290,2693
2017,1189,T,B,7410,31995,39909,36637,34597,45077,63113,65545,57661,56730,54842,60641,69751,58516,46623,19870,28453,16435,12999
2017,1189,T,M,3789,16518,20365,18964,17208,23646,32875,34874,30117,28646,26944,29099,31894,24762,18014,6785,8081,3921,2316
2017,1189,T,F,3622,15477,19544,17673,17389,21431,30238,30672,27544,28084,27898,31542,37857,33754,28609,13085,20372,12514,10683
2017,1189,U,B,5183,21509,26099,23770,23354,33090,44211,43485,37787,35934,31983,34614,40643,34891,28638,12028,15208,7731,6030
2017,1189,U,M,2661,11099,13328,12398,11535,17342,22694,22590,19181,17690,15144,15604,17418,13806,10492,4008,4228,1826,1114
2017,1189,U,F,2522,10410,12771,11372,11820,15748,21517,20895,18606,18245,16839,19011,23226,21085,18146,8020,10980,5905,4916
2017,1189,R,B,2228,10486,13810,12867,11243,11988,18902,22061,19874,20796,22859,26027,29108,23625,17985,7843,13245,8704,6969
2017,1189,R,M,1128,5419,7038,6566,5674,6305,10181,12284,10936,10957,11801,13496,14477,10957,7523,2778,3853,2095,1202
2017,1189,R,F,1100,5067,6773,6301,5569,5683,8721,9777,8939,9839,11059,12531,14632,12669,10463,5065,9392,6609,5767
2017,1192,T,B,51683,224166,238376,194498,183270,208164,328709,335666,275724,259061,234499,265980,302883,252240,191661,85682,124287,73975,59248
2017,1192,T,M,26619,115301,122444,99884,92461,101578,165363,168163,134648,124161,111231,123010,135469,104156,74964,30694,38256,19946,12779
2017,1192,T,F,25064,108865,115932,94614,90809,106586,163347,167503,141076,134900,123268,142971,167415,148084,116697,54988,86031,54029,46469
2017,1192,U,B,43165,179778,187681,149207,135818,153204,267086,277880,225720,201466,171205,192600,227409,192356,147008,64174,82728,47539,37378
2017,1192,U,M,22243,92414,96262,76558,68252,73023,130684,136355,108695,95286,78725,84966,97287,76283,55887,22596,24689,12419,8063
2017,1192,U,F,20922,87364,91419,72650,67566,80181,136402,141525,117025,106180,92481,107635,130122,116073,91121,41579,58039,35120,29315
2017,1192,R,B,8519,44389,50696,45291,47452,54960,61624,57786,50005,57595,63294,73380,75474,59885,44653,21508,41559,26436,21870
2017,1192,R,M,4376,22888,26183,23327,24210,28555,34679,31808,25954,28875,32507,38044,38182,27873,19078,8099,13567,7527,4716
2017,1192,R,F,4143,21501,24513,21964,23243,26405,26945,25979,24051,28720,30787,35336,37293,32012,25576,13410,27992,18909,17154
2017,1194,T,B,19337,87386,103151,84598,74209,73119,110929,127035,113046,106492,91488,100183,122236,105745,78557,32611,40968,25379,18470
2017,1194,T,M,9931,44790,52802,43406,37224,36129,55869,64563,55496,50913,43028,45554,53135,43336,29755,11259,11502,5725,3145
2017,1194,T,F,9406,42596,50349,41193,36985,36990,55060,62472,57551,55580,48461,54629,69102,62409,48802,21352,29466,19654,15325
2017,1194,U,B,12513,54649,64722,53878,50213,49878,81879,90442,78106,71322,58106,59821,73849,67031,52214,22760,27193,15861,11417
2017,1194,U,M,6446,27945,33106,27526,24536,23536,39043,43813,36907,33027,26470,25932,30027,26023,18862,7537,7542,3642,1999
2017,1194,U,F,6067,26705,31616,26352,25677,26342,42837,46629,41200,38296,31636,33889,43823,41008,33353,15223,19652,12219,9419
2017,1194,R,B,6824,32737,38429,30721,23997,23241,29050,36594,34940,35170,33383,40362,48387,38714,26343,9851,13775,9518,7053
2017,1194,R,M,3485,16846,19696,15880,12689,12593,16827,20751,18589,17886,16558,19622,23108,17313,10894,3723,3961,2083,1146
2017,1194,R,F,3339,15892,18733,14841,11308,10649,12223,15843,16351,17284,16825,20741,25279,21401,15449,6129,9814,7435,5907
2017,1197,T,B,15095,67711,76909,63782,57467,64322,96447,98382,85997,85810,81990,90263,97392,80380,62278,27547,38565,24980,18179
2017,1197,T,M,7775,34908,39248,32722,29017,31695,49387,51288,43122,41571,39170,42870,44310,33967,24428,9807,11570,6346,3640
2017,1197,T,F,7321,32803,37661,31060,28451,32627,47060,47094,42875,44240,42820,47393,53083,46413,37850,17740,26995,18634,14539
2017,1197,U,B,10274,45027,50426,39844,36058,41489,71725,69752,58741,53038,46283,50486,55479,47420,37102,16154,19794,10695,7959
2017,1197,U,M,5282,23310,25778,20354,18107,18990,33618,33730,27915,24402,20506,21894,23057,18485,13689,5499,5826,2750,1595
2017,1197,U,F,4992,21718,24648,19490,17952,22499,38107,36022,30827,28636,25777,28592,32422,28936,23413,10655,13969,7945,6364
2017,1197,R,B,4822,22684,26483,23938,21409,22833,24722,28630,27256,32772,35708,39777,41913,32960,25176,11394,18771,14285,10220
2017,1197,R,M,2493,11599,13470,12368,10910,12705,15769,17558,15208,17169,18665,20976,21253,15483,10740,4308,5745,3596,2045
2017,1197,R,F,2329,11085,13013,11570,10499,10129,8953,11072,12048,15604,17043,18802,20661,17477,14437,7086,13027,10689,8176
2017,1157,T,B,34413,152730,172178,143807,128888,132537,196016,222450,193952,190698,165026,164579,193195,175512,142673,61806,77808,44529,34818
2017,1157,T,M,17601,78285,88199,73858,64595,65446,100199,112299,94727,90505,77634,75363,84503,70863,53689,21005,21476,10489,6462
2017,1157,T,F,16813,74445,83979,69950,64294,67091,95817,110152,99225,100193,87392,89216,108692,104649,88985,40801,56332,34040,28356
2017,1157,U,B,25968,112521,126733,106381,98688,101488,157838,177836,152175,146414,123080,118383,137992,128343,107760,48564,60381,33979,26361
2017,1157,U,M,13310,57774,64851,54531,48742,48937,77800,86740,72501,68031,56688,52618,58071,49677,38990,15904,16338,7862,4862
2017,1157,U,F,12658,54748,61883,51850,49946,52551,80039,91096,79674,78383,66392,65766,79921,78667,68770,32660,44043,26117,21500
2017,1157,R,B,8445,40209,45445,37426,30200,31049,38178,44615,41777,44284,41946,46196,55203,47169,34913,13242,17427,10550,8457
2017,1157,R,M,4291,20512,23349,19327,15853,16509,22400,25559,22226,22474,20946,22746,26432,21187,14699,5102,5139,2627,1600
2017,1157,R,F,4155,19698,22096,18100,14348,14540,15779,19056,19551,21810,21001,23450,28771,25983,20215,8141,12289,7923,6857
2017,1133,T,B,14956,66053,75485,62931,54709,57589,84408,100699,94268,89688,77427,85981,113802,103236,80229,30772,44112,28635,22484
2017,1133,T,M,7665,33816,38790,32292,27654,28861,43277,52264,47542,43874,37071,39663,50810,43701,31763,11130,12094,6659,3904
2017,1133,T,F,7291,32237,36696,30639,27055,28728,41131,48435,46727,45814,40356,46318,62993,59536,48466,19643,32018,21976,18580
2017,1133,U,B,11887,50877,59261,49327,43867,46244,72204,84479,77088,70459,57351,60239,78658,73339,58939,22827,31786,20346,16348
2017,1133,U,M,6111,26070,30402,25317,22072,22643,35015,42072,37741,33791,27063,26949,33503,29800,22496,8059,8604,4635,2837
2017,1133,U,F,5777,24807,28860,24010,21795,23601,37189,42407,39347,36668,30289,33290,45155,43539,36443,14768,23183,15711,13511
2017,1133,R,B,3069,15176,16224,13605,10843,11345,12205,16220,17181,19230,20076,25742,35145,29898,21290,7946,12326,8289,6137
2017,1133,R,M,1555,7746,8388,6976,5583,6218,8263,10192,9801,10083,10009,12714,17307,13901,9267,3071,3491,2024,1068
2017,1133,R,F,1514,7431,7836,6629,5260,5127,3942,6028,7380,9147,10068,13028,17838,15997,12023,4875,8836,6265,5069
2017,1122,T,B,36216,155014,174331,150157,136818,161992,253776,276137,241033,225435,206068,210863,257920,232261,188020,89145,116272,75634,54146
2017,1122,T,M,18677,79593,89670,77149,70270,83443,130871,139486,119084,107866,97096,95825,111780,93101,68995,29470,30547,17714,10380
2017,1122,T,F,17539,75421,84662,73009,66548,78550,122905,136651,121950,117569,108972,115039,146140,139160,119025,59676,85725,57921,43766
2017,1122,U,B,30489,126272,139929,120409,109665,129021,207888,226345,198714,184140,163568,162092,197298,181009,148845,71651,87758,53941,38041
2017,1122,U,M,15727,64786,71955,61931,55871,64962,104807,111470,96055,86737,75973,71778,82444,70062,53060,23274,22742,12480,7383
2017,1122,U,F,14762,61486,67975,58479,53794,64059,103081,114875,102659,97403,87596,90314,114855,110947,95786,48377,65017,41461,30658
2017,1122,R,B,5727,28742,34402,29748,27153,32972,45888,49792,42319,41295,42500,48771,60622,51252,39175,17494,28514,21693,16105
2017,1122,R,M,2950,14807,17715,15218,14399,18481,26064,28016,23029,21129,21124,24047,29337,23039,15936,6196,7806,5234,2998
2017,1122,R,F,2777,13935,16687,14530,12754,14491,19825,21776,19291,20166,21376,24725,31285,28213,23239,11299,20708,16460,13108
2017,1153,T,B,24660,113312,131601,107670,96367,105467,142234,160297,144451,133502,123452,135738,159649,131968,100346,45315,65240,35592,26798
2017,1153,T,M,12672,58248,67911,55345,49816,54160,72428,80929,71018,63178,58302,62722,71531,55394,39601,15994,19000,9503,5563
2017,1153,T,F,11988,55064,63690,52325,46551,51307,69806,79368,73433,70324,65151,73016,88118,76574,60745,29322,46240,26090,21235
2017,1153,U,B,14308,64052,76114,61829,53455,64643,102413,109818,94146,82497,70425,73586,89042,76389,59877,27211,36477,20000,15186
2017,1153,U,M,7395,32911,39260,31818,27232,31855,49105,54235,45901,38859,32748,33028,37944,30511,22420,9367,10190,4981,3044
2017,1153,U,F,6913,31142,36854,30011,26224,32788,53308,55583,48245,43638,37677,40559,51098,45879,37457,17844,26288,15019,12142
2017,1153,R,B,10352,49260,55488,45842,42912,40824,39821,50479,50305,51005,53028,62152,70607,55579,40470,18105,28763,15593,11612
2017,1153,R,M,5277,25337,28652,23527,22585,22305,23323,26694,25117,24319,25554,29694,33587,24884,17182,6627,8811,4522,2519
2017,1153,R,F,5076,23923,26836,22315,20328,18519,16498,23785,25188,26686,27474,32458,37020,30696,23288,11478,19953,11071,9093
2017,1156,T,B,12754,57347,70119,60755,55092,66508,99085,104636,94903,92031,88068,94180,109679,99358,86624,38871,54600,28554,23429
2017,1156,T,M,6515,29318,36111,31326,28390,33886,49978,53592,47431,44591,42023,43825,48973,40830,33266,13438,15638,7288,4496
2017,1156,T,F,6239,28029,34008,29430,26702,32623,49107,51044,47472,47440,46045,50355,60706,58528,53358,25433,38962,21267,18933
2017,1156,U,B,9134,39930,47865,40897,36781,46800,73629,75918,68144,64247,59161,61419,71371,66123,59297,26794,34699,17735,14598
2017,1156,U,M,4695,20407,24621,21071,18998,23645,36304,38120,33656,30860,27733,27680,30458,26090,21866,9054,9836,4445,2832
2017,1156,U,F,4440,19523,23245,19827,17783,23155,37325,37798,34489,33387,31428,33740,40913,40033,37431,17740,24863,13290,11766
2017,1156,R,B,3620,17417,22254,19858,18311,19708,25457,28719,26759,27784,28908,32761,38309,33235,27328,12078,19901,10820,8831
2017,1156,R,M,1821,8911,11491,10255,9392,10241,13674,15472,13776,13731,14291,16146,18516,14740,11401,4384,5802,2843,1665
2017,1156,R,F,1799,8506,10764,9603,8920,9468,11783,13247,12984,14053,14617,16616,19793,18495,15927,7694,14100,7977,7167
2017,1136,T,B,37184,159457,173062,151639,133068,160165,244058,275130,243489,234677,211133,208928,239955,221029,191057,92464,115375,59695,47035
2017,1136,T,M,19119,82041,89133,78060,68704,82295,124161,137843,118024,110559,99830,95624,104322,89119,71229,31938,34114,15862,10405
2017,1136,T,F,18066,77417,83930,73580,64364,77870,119897,137288,125466,124118,111304,113304,135633,131911,119828,60526,81261,43833,36630
2017,1136,U,B,30414,127050,136633,119116,104843,128674,200242,226759,201331,191928,168776,161923,186562,175312,153784,74480,89605,46533,36293
2017,1136,U,M,15617,65200,70236,61164,54312,66307,100449,112049,96149,89487,78650,72516,78773,68777,55751,25305,26091,12126,7980
2017,1136,U,F,14797,61851,66397,57952,50532,62367,99794,114711,105183,102441,90126,89407,107790,106535,98033,49176,63514,34408,28314
2017,1136,R,B,6771,32407,36430,32524,28225,31492,43816,48371,42158,42749,42357,47006,53393,45718,37273,17984,25770,13162,10742
2017,1136,R,M,3502,16841,18897,16896,14392,15989,23712,25794,21875,21072,21180,23109,25550,20342,15478,6634,8024,3736,2426
2017,1136,R,F,3269,15566,17533,15628,13833,15503,20104,22577,20283,21677,21178,23897,27844,25376,21795,11351,17747,9426,8316
2017,1163,T,B,25191,112872,132759,118474,111378,130992,189827,199709,180885,173313,163566,170373,188594,168480,142415,74057,100014,50774,37437
2017,1163,T,M,13006,58249,68066,60408,57223,67669,95362,100892,88357,82352,77544,78452,83577,69201,53724,25301,29707,13991,8677
2017,1163,T,F,12185,54623,64693,58067,54155,63323,94465,98817,92528,90962,86022,91921,105017,99279,88691,48756,70307,36784,28761
2017,1163,U,B,19501,83530,97843,86980,83668,99620,151337,157981,141957,133197,122345,123408,136504,124311,108849,57416,74113,37925,27852
2017,1163,U,M,10051,43244,50033,44227,43464,51481,74217,78309,68283,62371,57235,55262,58607,49199,39790,19352,21709,10354,6451
2017,1163,U,F,9450,40286,47810,42753,40204,48140,77120,79672,73675,70827,65110,68146,77897,75112,69059,38065,52405,27571,21401
2017,1163,R,B,5690,29342,34916,31494,27710,31372,38490,41728,38928,40116,41222,46965,52090,44170,33567,16641,25901,12849,9586
2017,1163,R,M,2955,15005,18034,16181,13759,16188,21145,22583,20074,19981,20309,23190,24971,20003,13935,5949,7999,3637,2226
2017,1163,R,F,2735,14337,16883,15314,13951,15184,17345,19145,18854,20135,20913,23775,27120,24167,19632,10692,17902,9213,7360
2017,1173,T,B,13453,58614,65441,56121,52049,63101,94292,99875,85752,82783,80502,93050,108200,94773,75476,34418,46565,25670,19622
2017,1173,T,M,6937,30076,33695,28663,26790,32920,48213,51888,42502,39645,37400,42455,48101,39822,29063,12034,13595,6751,4002
2017,1173,T,F,6517,28538,31746,27459,25260,30182,46079,47988,43250,43138,43102,50595,60100,54952,46413,22384,32970,18920,15620
2017,1173,U,B,10931,45672,49658,41949,38488,47942,74339,81108,68390,63386,59323,67729,79031,69466,55564,25109,31608,16965,12703
2017,1173,U,M,5624,23439,25578,21433,19881,24879,36937,41346,33570,29981,27159,29949,34041,28369,20720,8652,9033,4438,2528
2017,1173,U,F,5308,22234,24080,20517,18607,23063,37402,39763,34820,33405,32164,37780,44991,41098,34844,16457,22575,12527,10175
2017,1173,R,B,2522,12942,15784,14172,13562,15159,19953,18767,17362,19397,21179,25321,29169,25307,19912,9309,14957,8706,6919
2017,1173,R,M,1313,6638,8117,7230,6909,8041,11276,10542,8933,9664,10241,12506,14060,11453,8343,3382,4562,2313,1474
2017,1173,R,F,1209,6305,7667,6942,6653,7119,8677,8225,8430,9733,10938,12815,15109,13854,11569,5927,10395,6393,5445
2017,3400,T,B,164208,727019,812724,673424,576716,615769,956608,1100999,972897,900768,778100,783336,917617,801236,620854,264295,343750,195690,145011
2017,3400,T,M,84279,373068,417194,344394,291856,310179,489605,553764,475872,431834,372035,363046,409185,332473,238849,90971,98324,48525,28719
2017,3400,T,F,79929,353951,395531,329030,284860,305591,467003,547235,497025,468934,406065,420290,508432,468763,382005,173324,245427,147165,116292
2017,3400,U,B,135127,586560,648272,535675,464785,500773,813517,936790,821653,750852,636556,622936,719249,627154,494659,213548,270559,152066,111749
2017,3400,U,M,69370,301243,332834,273882,234297,248968,409172,465649,398782,357315,302387,285095,313994,253719,185591,71887,76003,36915,21885
2017,3400,U,F,65757,285317,315438,261793,230488,251805,404345,471141,422871,393537,334169,337841,405255,373436,309068,141662,194556,115151,89864
2017,3400,R,B,29081,140460,164452,137749,111931,114997,143091,164210,151244,149916,141544,160400,198368,174082,126195,50747,73191,43624,33263
2017,3400,R,M,14909,71826,84360,70512,57559,61211,80433,88116,77090,74519,69648,77951,95191,78755,53258,19085,22321,11610,6835
2017,3400,R,F,14172,68634,80093,67238,54372,53786,62658,76094,74154,75397,71896,82449,103177,95328,72937,31662,50871,32014,26428
2017,1137,T,B,9993,46038,53992,45472,38904,39518,56089,60632,57354,56408,52028,56691,70340,66173,52722,22242,32687,18081,14465
2017,1137,T,M,5092,23460,27747,23229,19498,19885,29814,31245,28296,26920,24741,26124,31728,27682,20611,7762,9406,4685,2861
2017,1137,T,F,4901,22578,26245,22244,19406,19633,26276,29388,29058,29488,27287,30567,38612,38491,32111,14480,23281,13396,11604
2017,1137,U,B,6568,28875,33003,27184,24193,25205,39631,41628,38206,36239,31429,32573,39440,38251,31824,13750,18896,10211,8143
2017,1137,U,M,3332,14686,16942,13810,11867,12245,20161,20653,18193,16772,14469,14372,16814,15074,11807,4679,5249,2522,1576
2017,1137,U,F,3236,14189,16061,13374,12326,12960,19470,20975,20013,19468,16960,18201,22627,23177,20017,9071,13647,7690,6568
2017,1137,R,B,3425,17163,20989,18289,14711,14313,16459,19004,19148,20169,20599,24118,30900,27922,20898,8492,13791,7870,6322
2017,1137,R,M,1760,8774,10805,9419,7631,7640,9653,10592,10103,10149,10272,11752,14914,12608,8804,3083,4157,2163,1285
2017,1137,R,F,1665,8389,10184,8870,7080,6673,6806,8413,9045,10020,10327,12366,15986,15315,12094,5410,9634,5707,5037
2017,1165,T,B,56320,245794,268777,223102,192244,211011,326396,375697,335441,315664,266736,263861,316240,297320,243371,106263,141186,81900,59981
2017,1165,T,M,28904,126176,137888,113984,97941,107688,167567,188977,163490,150421,125944,120539,137301,120185,91538,35815,39511,19769,11483
2017,1165,T,F,27416,119619,130889,109118,94303,103323,158829,186720,171951,165244,140792,143322,178939,177135,151833,70448,101675,62131,48498
