Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
2017,111,R,M,110,494,483,382,449,317,410,419,438,402,425,495,556,400,191,80,79,38,15
2017,111,R,F,112,442,464,436,366,203,218,255,334,330,388,532,564,433,313,127,145,109,83
2017,1119,T,B,14511,64450,73024,63233,52344,54453,83166,100562,91981,81648,70336,79971,95167,86067,65021,25957,38030,22001,18358
2017,1119,T,M,7345,32940,37401,32225,26796,28491,42552,50672,45704,39432,33544,36801,41892,35172,24934,8792,10637,5295,3344
2017,1119,T,F,7166,31510,35624,31008,25548,25962,40614,49890,46277,42216,36792,43170,53275,50895,40087,17166,27394,16706,15014
2017,1119,U,B,11348,48210,54059,46471,39133,41171,65666,79490,71561,61630,49472,53351,61853,57231,44309,18317,25292,13648,10817
2017,1119,U,M,5747,24586,27677,23585,20022,21403,32111,38676,34762,29100,23116,23546,25299,22020,16119,5896,6772,3082,1935
2017,1119,U,F,5601,23624,26382,22886,19111,19768,33555,40815,36799,32530,26356,29805,36555,35211,28190,12421,18520,10566,8882
2017,1119,R,B,3163,16241,18966,16762,13211,13282,17500,21072,20420,20019,20864,26620,33314,28837,20712,7640,12739,8353,7541
2017,1119,R,M,1598,8355,9724,8640,6774,7088,10441,11996,10942,10332,10428,13255,16594,13152,8816,2896,3865,2213,1409
2017,1119,R,F,1565,7886,9242,8122,6437,6194,7060,9076,9478,9687,10436,13365,16720,15685,11897,4745,8874,6140,6132
2017,1127,T,B,11508,48881,55427,48913,45790,56570,77496,84908,76388,72112,65542,65054,73731,67148,55879,24731,30203,17486,12668
2017,1127,T,M,5900,25061,28676,24890,24511,32782,40768,42969,37550,34813,31737,30747,32502,27342,21052,8571,8418,4260,2624
2017,1127,T,F,5608,23821,26751,24024,21279,23789,36728,41939,38838,37300,33805,34307,41229,39807,34827,16160,21785,13226,10045
2017,1127,U,B,8792,36459,41356,36495,35199,44024,60245,65688,59264,55918,51272,50773,57017,53166,45348,20385,24898,14417,10567
2017,1127,U,M,4524,18724,21376,18548,18777,25822,31437,32725,28614,26492,24531,23744,24584,21068,16749,7029,6881,3544,2211
2017,1127,U,F,4268,17735,19980,17947,16422,18202,28808,32963,30650,29427,26741,27030,32434,32099,28599,13356,18017,10874,8356
2017,1127,R,B,2716,12422,14072,12419,10591,12547,17251,19220,17124,16194,14270,14281,16714,13982,10532,4346,5305,3069,2102
2017,1127,R,M,1376,6337,7301,6342,5734,6960,9332,10245,8937,8321,7206,7004,7919,6274,4304,1542,1537,717,413
2017,1127,R,F,1340,6086,6771,6077,4857,5587,7920,8976,8188,7873,7064,7277,8796,7708,6228,2805,3769,2352,1689
2017,1141,T,B,16936,71420,88490,81702,74627,86444,140739,167789,145888,130614,114718,119206,144734,131815,108009,49468,62818,38071,29383
2017,1141,T,M,8694,36765,45212,41868,39247,46816,75793,88299,75133,65594,56528,55485,63871,53472,41215,17705,17739,9482,6175
2017,1141,T,F,8242,34655,43279,39834,35381,39629,64946,79490,70756,65020,58190,63721,80863,78343,66795,31764,45080,28590,23208
2017,1141,U,B,11363,46721,57442,53122,48375,53128,85503,102810,92035,85423,74437,76828,93864,85956,71233,32229,40221,23993,17635
2017,1141,U,M,5860,24106,29351,27311,25230,28358,46374,53944,46790,42108,35887,34954,40455,33838,26422,11237,10950,5748,3709
2017,1141,U,F,5503,22615,28091,25811,23146,24770,39129,48866,45245,43315,38550,41874,53410,52118,44811,20993,29271,18245,13927
2017,1141,R,B,5573,24699,31048,28580,26252,33316,55236,64979,53854,45191,40282,42378,50870,45859,36777,17239,22597,14078,11748
2017,1141,R,M,2834,12659,15861,14557,14017,18458,29420,34355,28343,23486,20642,20531,23416,19635,14793,6468,6789,3734,2467
2017,1141,R,F,2739,12041,15188,14023,12235,14859,25817,30624,25511,21705,19640,21847,27454,26225,21984,10771,15809,10345,9281
2017,1147,T,B,8276,37426,46141,40912,36260,40325,56185,68808,63641,61356,53038,52163,57240,48713,36343,15645,17919,9394,5807
2017,1147,T,M,4258,19197,23794,20983,19988,24850,31047,36671,32254,30402,26301,24732,25097,19152,12528,4707,4100,1720,856
2017,1147,T,F,4019,18229,22348,19929,16272,15475,25139,32137,31388,30954,26737,27431,32143,29561,23816,10938,13819,7674,4951
2017,1147,U,B,7724,34475,41976,37591,32555,34340,51353,63346,59158,57363,49500,48883,53545,45718,34276,14860,17036,8925,5467
2017,1147,U,M,3966,17671,21653,19292,17506,20000,28032,33558,29862,28334,24470,23151,23457,17882,11784,4454,3896,1637,828
2017,1147,U,F,3759,16804,20323,18299,15049,14340,23321,29788,29296,29029,25030,25732,30088,27836,22493,10406,13141,7289,4639
2017,1147,R,B,552,2952,4166,3322,3705,5985,4833,5462,4484,3994,3538,3280,3696,2996,2067,786,883,469,340
2017,1147,R,M,292,1526,2141,1692,2482,4850,3015,3113,2392,2069,1831,1581,1640,1271,744,253,205,84,28
2017,1147,R,F,260,1426,2025,1630,1223,1136,1818,2349,2092,1925,1707,1699,2056,1725,1323,533,679,385,312
2017,1149,T,B,6702,29349,34704,30625,25443,26472,43101,48869,44236,41384,37266,40685,50070,46617,37891,17084,23570,14265,11171
2017,1149,T,M,3469,15193,17991,15818,12928,13322,22217,25222,21957,20114,17414,18045,21569,18437,13874,5686,6311,3207,2021
2017,1149,T,F,3233,14156,16713,14808,12515,13150,20885,23648,22279,21271,19852,22640,28501,28180,24018,11398,17259,11058,9150
2017,1149,U,B,5209,21547,25303,21996,18959,19598,32110,36410,33211,30828,26880,27820,33604,31942,25830,11494,14821,8294,6272
2017,1149,U,M,2704,11177,13156,11395,9554,9591,16022,18365,16306,14721,12339,11961,13617,12027,8862,3529,3598,1704,1047
2017,1149,U,F,2505,10370,12147,10601,9405,10007,16088,18045,16905,16107,14541,15860,19987,19915,16968,7965,11224,6591,5226
2017,1149,R,B,1493,7802,9401,8630,6484,6875,10992,12460,11025,10557,10386,12865,16466,14675,12062,5591,8749,5971,4899
2017,1149,R,M,765,4016,4836,4423,3374,3731,6195,6857,5651,5393,5075,6084,7952,6410,5012,2157,2714,1504,974
2017,1149,R,F,728,3787,4566,4207,3110,3144,4797,5603,5375,5164,5311,6781,8514,8265,7050,3434,6035,4467,3925
2017,1158,T,B,6601,28534,33947,30564,28160,33504,45002,48967,44393,43414,40789,43749,52495,48645,41051,18187,24119,15068,12171
2017,1158,T,M,3403,14793,17470,15790,15325,19535,24605,25846,22746,21187,19035,19885,22883,19505,15254,6175,6609,3495,2201
2017,1158,T,F,3199,13741,16477,14774,12835,13969,20397,23121,21647,22228,21754,23865,29612,29140,25797,12013,17510,11573,9970
2017,1158,U,B,5184,21067,24873,22652,21141,25421,34103,36801,33313,32076,28730,29484,35142,33159,27845,12016,14635,8350,6666
2017,1158,U,M,2679,10847,12752,11713,11566,14927,17892,18697,16543,15282,12997,12790,14396,12456,9747,3862,3654,1726,1065
2017,1158,U,F,2505,10220,12122,10940,9575,10494,16211,18104,16771,16794,15734,16694,20746,20703,18098,8155,10981,6625,5601
2017,1158,R,B,1418,7467,9074,7912,7020,8084,10899,12167,11080,11339,12059,14266,17353,15486,13207,6171,9484,6718,5505
2017,1158,R,M,724,3946,4718,4078,3760,4608,6713,7150,6204,5905,6039,7095,8487,7049,5507,2313,2955,1769,1136
2017,1158,R,F,694,3521,4356,3834,3260,3476,4186,5017,4876,5434,6021,7171,8866,8437,7700,3858,6529,4949,4369
2017,1140,T,B,68127,264313,240466,196781,203496,266485,479165,503792,433571,380913,349509,341913,384731,340676,292480,169143,180225,116086,104892
2017,1140,T,M,35022,136156,123660,100624,101780,129543,242730,247378,212803,184176,166287,154731,161808,131709,106121,58965,54785,31574,24597
2017,1140,T,F,33105,128158,116806,96157,101716,136942,236435,256414,220769,196737,183223,187182,222923,208967,186359,110178,125440,84512,80295
2017,1140,U,B,68127,264313,240466,196781,203496,266485,479165,503792,433571,380913,349509,341913,384731,340676,292480,169143,180225,116086,104892
2017,1140,U,M,35022,136156,123660,100624,101780,129543,242730,247378,212803,184176,166287,154731,161808,131709,106121,58965,54785,31574,24597
2017,1140,U,F,33105,128158,116806,96157,101716,136942,236435,256414,220769,196737,183223,187182,222923,208967,186359,110178,125440,84512,80295
2017,1140,R,B
2017,1140,R,M
2017,1140,R,F
2017,3700,T,B,164266,707733,812410,722033,641735,743675,1095213,1182213,1065414,981801,892647,913101,1053891,936044,781894,371583,533498,281648,208702
2017,3700,T,M,84408,363725,418620,371037,328842,378112,552396,589104,524931,473294,427293,422961,471713,393277,309827,134351,165060,83141,54013
2017,3700,T,F,79858,344008,393790,350996,312893,365563,542817,593109,540483,508507,465354,490140,582178,542768,472067,237233,368438,198507,154689
2017,3700,U,B,109455,450236,485926,422436,384372,469093,738150,783467,701695,631343,561426,552430,638099,579909,502343,242974,329685,177210,132188
2017,3700,U,M,56258,231042,249965,216941,197920,239095,363528,382445,340871,300427,263796,249050,275109,233909,192666,86601,100191,51231,34358
2017,3700,U,F,53198,219195,235961,205496,186452,229998,374623,401022,360824,330916,297630,303381,362990,346000,309677,156373,229494,125979,97830
2017,3700,R,B,54811,257497,326484,299597,257364,274582,357063,398746,363719,350458,331222,360671,415792,356136,279551,128610,203813,104438,76514
2017,3700,R,M,28151,132683,168655,154096,130922,139017,188869,206660,184060,172867,163497,173911,196604,159368,117161,47750,64869,31910,19655
2017,3700,R,F,26661,124814,157829,145501,126442,135565,168194,192087,179660,177591,167725,186760,219188,196768,162390,80860,138944,72528,56860
2017,1179,T,B,5262,23297,29310,25302,22375,25692,35369,36548,32290,30105,28328,28942,33766,28878,23903,11422,16984,9032,6572
2017,1179,T,M,2716,12126,15090,13109,11500,13139,17642,18267,15924,14452,13543,13488,15087,12179,9546,4194,5263,2706,1767
2017,1179,T,F,2546,11171,14220,12193,10875,12553,17727,18281,16366,15653,14785,15455,18679,16699,14357,7229,11722,6326,4806
2017,1179,U,B,2650,10960,13094,10823,9399,11783,18860,18121,15902,14457,13142,12969,15336,13768,11884,5696,7897,4167,3257
2017,1179,U,M,1365,5683,6705,5566,4723,5978,8975,8908,7690,6835,6020,5780,6528,5524,4574,2027,2400,1209,834
2017,1179,U,F,1285,5277,6390,5258,4676,5805,9885,9214,8212,7623,7122,7190,8809,8244,7310,3669,5497,2959,2423
2017,1179,R,B,2612,12338,16216,14479,12976,13909,16509,18427,16388,15648,15186,15973,18430,15110,12019,5727,9087,4865,3315
2017,1179,R,M,1352,6443,8386,7544,6778,7161,8668,9360,8234,7617,7524,7708,8559,6655,4973,2167,2863,1497,933
2017,1179,R,F,1261,5895,7830,6936,6199,6748,7842,9068,8154,8031,7663,8265,9871,8455,7047,3560,6225,3368,2383
2017,1185,T,B,3269,15535,21087,17684,14241,15517,22035,23639,19503,16543,16137,20853,23038,18716,11691,3929,6619,3903,2673
2017,1185,T,M,1716,8031,10881,9115,7173,7561,11459,12090,9761,8132,7809,9934,10714,8248,4705,1358,2092,1250,740
2017,1185,T,F,1553,7504,10206,8569,7068,7957,10576,11549,9742,8412,8329,10920,12324,10468,6986,2571,4527,2653,1934
2017,1185,U,B,1727,7815,9619,7926,6761,7298,10340,10830,9173,7536,6628,8262,9227,8259,5745,1983,3135,1882,1289
2017,1185,U,M,902,4073,4966,4064,3337,3445,5186,5274,4283,3457,2886,3463,3818,3221,2139,650,956,602,348
2017,1185,U,F,825,3742,4653,3863,3425,3854,5154,5556,4890,4080,3742,4799,5409,5038,3606,1333,2179,1280,941
2017,1185,R,B,1543,7721,11468,9758,7480,8219,11695,12809,10330,9007,9510,12592,13811,10457,5946,1946,3484,2022,1385
2017,1185,R,M,814,3959,5915,5052,3837,4116,6273,6816,5479,4675,4923,6471,6896,5027,2566,708,1136,649,392
2017,1185,R,F,729,3762,5553,4707,3643,4103,5422,5993,4852,4332,4587,6121,6916,5431,3380,1239,2349,1373,993
2017,1103,T,B,69884,294873,327062,292593,255840,288377,417394,468026,430308,397674,358150,352344,409949,365169,311100,149415,213134,107780,78117
2017,1103,T,M,35880,151680,168472,150041,130575,145492,207676,228772,209240,190582,171282,162437,183661,154170,124939,55031,67141,32548,20621
2017,1103,T,F,34004,143193,158590,142552,125265,142886,209719,239254,221069,207092,186868,189907,226288,210999,186161,94385,145993,75232,57496
2017,1103,U,B,43445,173033,171445,147235,130793,156903,246399,271882,246752,221901,196897,186069,214114,192501,169135,82801,110083,56714,40453
2017,1103,U,M,22314,88839,88012,75499,67027,79153,118882,128552,117364,104303,92219,83470,92386,78039,65691,29934,34062,16776,10802
2017,1103,U,F,21131,84194,83433,71737,63766,77751,127517,143331,129388,117598,104679,102599,121728,114463,103444,52868,76021,39938,29651
2017,1103,R,B,26439,121841,155618,145358,125047,131474,170996,196144,183556,175773,161253,166275,195835,172668,141965,66614,103051,51066,37664
2017,1103,R,M,13566,62841,80461,74542,63548,66339,88794,100221,91876,86280,79063,78967,91275,76131,59248,25097,33079,15772,9819
2017,1103,R,F,12873,59000,75157,70816,61499,65135,82202,95923,91681,89494,82190,87309,104560,96537,82718,41517,69973,35294,27845
2017,1112,T,B,13188,59005,68497,55852,48777,56959,81653,86131,75604,68829,61272,65431,73873,65223,51212,22806,30836,17723,15326
2017,1112,T,M,6845,30501,35190,28655,25282,29823,41554,43533,37729,33370,29638,30773,33371,27234,20084,8047,9244,4943,3856
2017,1112,T,F,6343,28505,33307,27197,23495,27136,40099,42598,37875,35459,31634,34658,40502,37989,31128,14759,21592,12781,11470
2017,1112,U,B,8887,38162,42839,34430,30985,38062,55068,58517,52131,47266,41038,41255,47182,43174,36514,17045,21775,12159,11359
2017,1112,U,M,4635,19799,21932,17626,16262,20345,27735,29275,25772,22677,19558,18870,20588,17314,13812,5986,6520,3380,2849
2017,1112,U,F,4253,18363,20908,16805,14723,17717,27333,29242,26359,24589,21480,22385,26594,25860,22703,11059,15255,8779,8510
2017,1112,R,B,4301,20843,25658,21422,17792,18897,26585,27614,23473,21563,20234,24177,26691,22049,14698,5761,9061,5565,3967
2017,1112,R,M,2211,10702,13259,11030,9020,9478,13819,14258,11957,10693,10080,11904,12783,9920,6273,2061,2724,1563,1007
2017,1112,R,F,2090,10142,12399,10393,8773,9419,12767,13357,11516,10870,10154,12273,13909,12130,8426,3700,6337,4002,2960
2017,1118,T,B,26643,115714,141832,126053,113076,131998,197473,208957,187281,177101,161953,168084,189975,171454,145513,69313,98514,54965,42345
2017,1118,T,M,13642,59342,73034,64759,57999,66848,100382,106225,93286,85875,77658,78558,85124,71126,56398,24479,30023,15497,10210
2017,1118,T,F,13001,56372,68799,61295,55077,65150,97091,102733,93995,91226,84295,89526,104851,100328,89115,44834,68492,39468,32135
2017,1118,U,B,20597,86285,104707,92894,84913,100757,158496,167428,149359,138468,123970,124598,141802,130920,114243,54813,74608,42232,32640
2017,1118,U,M,10543,44167,53832,47613,43686,50968,79365,83787,73427,66316,58445,56953,61709,52556,43322,19197,22440,11645,7867
2017,1118,U,F,10054,42118,50875,45281,41227,49789,79132,83641,75932,72152,65526,67645,80093,78364,70921,35616,52168,30587,24774
2017,1118,R,B,6047,29429,37126,33160,28163,31242,38977,41529,37923,38633,37983,43486,48174,40534,31270,14500,23906,12733,9705
2017,1118,R,M,3100,15175,19202,17146,14313,15881,21018,22438,19859,19559,19214,21606,23416,18570,13076,5283,7583,3852,2344
2017,1118,R,F,2947,14254,17924,16014,13850,15361,17959,19092,18064,19074,18769,21881,24758,21964,18194,9218,16324,8881,7362
2017,1160,T,B,46022,199309,224623,204549,187429,225133,341290,358913,320429,291551,266809,277448,323292,286607,238477,114700,167412,88246,63670
2017,1160,T,M,23609,102046,115953,105359,96314,115250,173684,180218,158992,140884,127365,127772,143758,120322,94156,41244,51299,26198,16820
2017,1160,T,F,22413,97264,108670,99191,91115,109883,167606,178695,161438,150667,139445,149676,179534,166285,144321,73456,116113,62048,46850
2017,1160,U,B,32151,133983,144223,129129,121523,154292,248989,256689,228379,201717,179752,179279,210440,191288,164823,80637,112188,60057,43190
2017,1160,U,M,16500,68482,74520,66575,62887,79208,123386,126650,112336,96841,84670,80516,90081,77256,63129,28808,33813,17620,11659
2017,1160,U,F,15651,65502,69704,62554,58636,75084,125603,130040,116043,104876,95082,98764,120359,114032,101694,51829,78375,42438,31532
2017,1160,R,B,13871,65326,80400,75421,65906,70841,92302,102224,92050,89834,87058,98169,112852,95319,73654,34063,55225,28189,20480
2017,1160,R,M,7109,33564,41434,38784,33428,36042,50298,53569,46656,44044,42695,47257,53677,43066,31027,12436,17486,8579,5161
2017,1160,R,F,6762,31762,38967,36637,32479,34799,42004,48655,45395,45791,44363,50912,59176,52253,42627,21627,37739,19611,15319
2017,3800,T,B,149452,637301,771923,694623,635696,675466,900788,825134,700995,616878,590854,590393,603951,460014,333709,159054,227788,134913,90697
2017,3800,T,M,76910,327631,391656,351198,318273,332133,440497,398379,340130,294403,279244,272164,276517,200067,138528,59642,75203,45475,27950
2017,3800,T,F,72543,309670,380267,343426,317423,343333,460291,426755,360865,322476,311610,318230,327435,259947,195181,99412,152585,89438,62747
2017,3800,U,B,69768,285077,335087,312062,290898,323420,480646,432150,369708,318113,295798,285762,302645,238539,186432,90852,120237,66186,44966
2017,3800,U,M,35850,146625,169962,157457,146248,156916,226485,204867,177765,149369,136854,126593,134124,99795,75634,33769,39335,21876,13657
2017,3800,U,F,33918,138452,165125,154605,144650,166504,254161,227283,191943,168744,158944,159169,168522,138744,110798,57083,80903,44311,31309
2017,3800,R,B,79685,352224,436837,382562,344798,352046,420142,392985,331288,298766,295057,304632,301306,221476,147277,68202,107551,68727,45731
2017,3800,R,M,41060,181006,221694,193741,172025,175217,214012,193512,162366,145034,142391,145571,142393,100272,62894,25873,35869,23600,14294
2017,3800,R,F,38625,171219,215143,188821,172773,176830,206130,199473,168922,153732,152666,159061,158913,121204,84383,42329,71683,45127,31438
2017,1182,T,B,50959,214634,250932,235005,223295,238666,303382,260511,213766,192342,191386,185140,169304,111002,75667,35762,47137,33971,20036
2017,1182,T,M,26202,110255,127515,119050,111620,116494,146860,122946,103059,91473,91687,86929,79988,50339,33476,14681,18436,12905,7443
2017,1182,T,F,24758,104379,123417,115955,111675,122172,156522,137565,110708,100869,99699,98211,89316,60664,42191,21082,28701,21066,12593
2017,1182,U,B,18955,77563,97918,101277,96975,108128,158234,129947,106552,90536,86951,80847,77484,52219,37524,18218,20554,12005,6271
2017,1182,U,M,9779,39891,49378,50939,48430,50589,72171,59954,51417,42594,41050,36820,36659,23571,16981,7651,8417,4812,2679
2017,1182,U,F,9177,37672,48540,50338,48545,57539,86063,69993,55135,47942,45901,44027,40825,28648,20543,10568,12138,7193,3593
2017,1182,R,B,32004,137071,153014,133729,126321,130538,145148,130564,107214,101806,104436,104294,91820,58784,38143,17544,26583,21966,13765
2017,1182,R,M,16423,70364,78137,68111,63190,65905,74690,62992,51642,48880,50637,50109,43329,26768,16495,7030,10019,8094,4765
2017,1182,R,F,15581,66707,74877,65618,63131,64633,70459,67572,55573,52927,53799,54185,48491,32016,21648,10514,16564,13873,9001
2017,1126,T,B,7762,35994,48559,41306,38100,37151,46727,41194,33475,27407,29289,25855,25733,16977,10531,5282,6469,3962,2491
2017,1126,T,M,4016,18778,23335,18958,17072,16211,21184,17708,14784,12196,12878,11290,11875,7736,4660,2083,2256,1562,1089
2017,1126,T,F,3746,17216,25224,22348,21028,20940,25543,23486,18691,15212,16411,14566,13858,9241,5871,3199,4213,2401,1402
2017,1126,U,B,3778,16614,23206,20380,18302,16795,21299,20514,17196,14126,14852,12824,12537,8568,5451,2693,3150,1885,1227
2017,1126,U,M,1945,8681,11129,9106,8101,7384,9560,8678,7557,6192,6685,5553,5696,3863,2350,1047,1083,720,485
2017,1126,U,F,1833,7933,12077,11274,10201,9412,11739,11836,9639,7934,8167,7271,6842,4705,3102,1646,2068,1166,742
2017,1126,R,B,3984,19380,25353,20926,19799,20356,25428,20680,16280,13281,14438,13032,13196,8409,5080,2589,3319,2077,1264
2017,1126,R,M,2071,10097,12206,9852,8972,8828,11624,9030,7228,6004,6193,5737,6179,3873,2311,1036,1174,842,605
2017,1126,R,F,1913,9283,13147,11075,10827,11528,13804,11651,9052,7278,8245,7295,7017,4536,2769,1553,2146,1235,660
2017,1183,T,B,11567,51441,62200,51899,49246,54412,79699,75291,61691,52928,54424,59879,61576,45383,31451,16576,23999,13024,8459
2017,1183,T,M,5943,26242,31734,26659,24566,26274,39243,36085,29685,25141,25417,27226,27600,19673,12888,5890,7726,4424,2697
2017,1183,T,F,5624,25199,30467,25240,24680,28139,40456,39207,32007,27788,29008,32653,33977,25710,18563,10686,16274,8600,5762
2017,1183,U,B,5872,25520,29190,25184,24361,26406,40693,39805,32985,28470,28309,30525,33667,26345,19485,9907,13102,6814,4481
2017,1183,U,M,3006,13086,14890,12945,12252,12725,19242,18553,15490,13076,12639,12857,14216,10984,7721,3506,4165,2145,1374
2017,1183,U,F,2866,12434,14300,12239,12109,13681,21452,21253,17495,15394,15670,17668,19451,15362,11764,6401,8937,4669,3107
2017,1183,R,B,5695,25921,33010,26715,24885,28007,39006,35486,28707,24459,26116,29354,27909,19038,11966,6669,10898,6210,3978
2017,1183,R,M,2937,13156,16844,13714,12314,13549,20001,17532,14195,12065,12778,14369,13384,8690,5167,2384,3561,2279,1323
2017,1183,R,F,2758,12765,16167,13001,12571,14458,19005,17954,14512,12394,13338,14986,14526,10348,6799,4285,7337,3931,2655
2017,1191,T,B,5291,23962,32336,29638,25817,27925,38656,38905,34457,30606,29912,31763,34230,27433,18949,8455,13930,8388,5721
2017,1191,T,M,2710,12365,16492,14995,12862,13844,18761,18042,16159,14262,13793,14485,15324,11834,7745,3142,4310,2971,1892
2017,1191,T,F,2581,11597,15844,14644,12955,14081,19895,20863,18298,16344,16119,17278,18906,15599,11204,5313,9620,5417,3829
2017,1191,U,B,2332,9862,12627,12013,10599,10812,16624,16292,15225,13443,12980,13328,14876,12586,9590,4325,6177,3323,2297
2017,1191,U,M,1178,5045,6462,6022,5131,5107,7626,7281,6921,5995,5673,5736,6219,5137,3739,1605,1967,1169,722
2017,1191,U,F,1154,4818,6165,5991,5468,5705,8999,9011,8305,7449,7307,7592,8657,7450,5852,2720,4211,2154,1576
2017,1191,R,B,2959,14100,19709,17626,15218,17113,22032,22613,19232,17163,16933,18435,19354,14847,9359,4131,7753,5065,3424
2017,1191,R,M,1532,7321,10030,8973,7731,8737,11136,10761,9238,8267,8120,8749,9105,6698,4007,1537,2344,1802,1171
2017,1191,R,F,1427,6779,9679,8653,7487,8376,10897,11852,9994,8896,8813,9686,10249,8150,5353,2594,5409,3263,2254
2017,1190,T,B,9374,41180,47351,41817,40228,46174,56005,53594,48240,46370,44325,45926,46556,37742,30190,16798,24870,14998,10780
2017,1190,T,M,4862,21119,23906,21520,20664,24164,28949,25331,22818,21467,20315,20583,20325,15564,11757,6071,7838,4741,3090
2017,1190,T,F,4512,20061,23445,20297,19564,22010,27056,28263,25422,24903,24010,25343,26232,22178,18433,10727,17032,10257,7690
2017,1190,U,B,6243,26733,29349,25843,24876,29319,35878,33885,31008,30328,28764,29281,29826,24833,20788,11472,16641,9478,6635
2017,1190,U,M,3252,13656,14758,13283,13077,15820,18649,15827,14499,13784,12924,12671,12446,9741,7731,3986,5079,2923,1862
2017,1190,U,F,2991,13077,14592,12560,11799,13499,17230,18059,16509,16544,15840,16610,17380,15093,13057,7486,11562,6555,4773
2017,1190,R,B,3131,14447,18002,15975,15352,16856,20127,19709,17233,16042,15561,16645,16731,12909,9402,5326,8229,5521,4145
2017,1190,R,M,1610,7463,9149,8237,7587,8345,10300,9504,8319,7684,7391,7912,7879,5824,4027,2085,2759,1819,1228
2017,1190,R,F,1521,6985,8854,7738,7765,8511,9827,10205,8914,8359,8170,8733,8852,7086,5376,3242,5470,3702,2917
2017,1196,T,B,30397,126978,163050,142543,121708,106716,129735,119139,97875,75777,69728,65862,66573,47234,27657,9412,12548,8516,4479
2017,1196,T,M,15650,65247,82894,71936,61001,52961,64376,60919,49152,36874,32973,30205,31168,21335,12430,3778,4409,3226,1773
2017,1196,T,F,14747,61732,80157,70607,60707,53755,65360,58220,48723,38903,36755,35657,35405,25899,15227,5634,8140,5291,2706
2017,1196,U,B,11929,46981,53973,45431,39755,34815,48229,46915,38317,27669,24875,22288,22244,14439,8942,3174,3617,2004,775
2017,1196,U,M,6131,24172,27746,22996,19879,16937,23815,24740,19961,13729,11597,9885,10352,6358,4172,1319,1397,861,385
2017,1196,U,F,5798,22809,26227,22435,19876,17878,24415,22175,18356,13940,13278,12403,11892,8081,4770,1856,2220,1143,390
2017,1196,R,B,18468,79998,109078,97112,81953,71902,81506,72225,59558,48108,44853,43575,44329,32796,18715,6238,8931,6513,3704
2017,1196,R,M,9520,41075,55148,48940,41122,36025,40561,36180,29191,23145,21376,20320,20816,14978,8258,2460,3012,2365,1388
2017,1196,R,F,8949,38923,53930,48172,40831,35877,40945,36045,30367,24964,23478,23255,23513,17818,10458,3779,5920,4148,2317
2017,1107,T,B,34103,143114,167497,152416,137303,164423,246585,236502,211492,191450,171791,175970,199981,174244,139266,66770,98837,52055,38733
2017,1107,T,M,17528,73627,85781,78081,70489,82186,121126,117350,104475,92992,82182,81448,90239,73587,55573,23999,30230,15648,9968
2017,1107,T,F,16576,69487,81716,74335,66814,82238,125460,119152,107017,98459,89609,94522,109743,100658,83693,42772,68607,36407,28765
2017,1107,U,B,20660,81805,88825,81936,76032,97146,159690,144794,128426,113543,99069,96671,112013,99550,84654,41064,56997,30679,23282
2017,1107,U,M,10561,42095,45600,42167,39379,48356,75425,69836,61921,54001,46286,43072,48537,40144,32942,14656,17229,9248,6152
2017,1107,U,F,10099,39710,43226,39769,36653,48790,84265,74958,66505,59542,52783,53600,63476,59406,51712,26408,39768,21431,17130
2017,1107,R,B,13444,61309,78672,70480,61271,67277,86896,91709,83066,77908,72722,79299,87969,74695,54613,25706,41840,21376,15451
2017,1107,R,M,6967,31532,40182,35914,31110,33830,45701,47514,42554,38991,35896,38376,41702,33443,22631,9343,13002,6400,3816
2017,1107,R,F,6477,29777,38490,34566,30162,33448,41195,44195,40512,38917,36826,40923,46267,41252,31982,16364,28839,14976,11636
2017,3300,T,B,353301,1558875,1769990,1491285,1352603,1526941,2277479,2464564,2142759,2030943,1871636,2017792,2348362,2031809,1609299,728606,991780,579945,441671
2017,3300,T,M,181663,800932,908381,765053,687024,770450,1159149,1250266,1055524,972029,887807,932716,1043772,839667,617332,253505,287799,148570,90576
2017,3300,T,F,171639,757944,861609,726232,665579,756491,1118330,1214298,1087235,1058915,983829,1085076,1304590,1192143,991967,475101,703982,431375,351096
2017,3300,U,B,263310,1127761,1257330,1045982,963034,1109065,1768329,1894805,1624250,1489002,1305238,1358751,1598488,1422075,1158339,530281,672009,377940,286126
2017,3300,U,M,135489,579623,644875,535919,485192,546688,867854,933985,783465,700162,604234,603736,678245,562339,427333,179868,190357,94557,58409
2017,3300,U,F,127821,548138,612456,510063,477842,562377,900476,960820,840785,788840,701004,755015,920243,859736,731007,350414,481653,283384,227717
2017,3300,R,B,89991,431115,512660,445303,389569,417876,509150,569759,518509,541942,566398,659041,749874,609735,450960,198325,319771,202005,155546
2017,3300,R,M,46174,221309,263507,229135,201833,223762,291296,316281,272060,271867,283573,328980,365527,277328,189999,73638,97442,54014,32167
2017,3300,R,F,43818,209806,249154,216169,187737,194115,217854,253478,246450,270075,282825,330061,384347,332407,260961,124687,222329,147991,123379
2017,1180,T,B,52156,232934,273176,224176,203466,223359,323084,339829,282396,256751,252889,289193,327097,258398,187748,81928,120014,78479,58062
